id,book_id,format,retailer_id,store_id,date,price,quantity_sold,revenue
111,102,Mass Market Paperback,5,366,2025-11-05,10.94,22,240.68
112,66,Hardcover,2,199,2024-04-25,27.84,5,139.2
113,163,Audiobook,4,314,2025-09-22,23.27,43,1000.61
114,300,Mass Market Paperback,7,439,2025-09-20,11.26,21,236.46
115,87,eBook,7,447,2023-07-22,9.71,15,145.65
116,142,Paperback,9,492,2025-01-06,17.39,22,382.58
117,237,eBook,1,112,2025-07-01,13.41,32,429.12
118,90,eBook,3,202,2023-06-17,14.0,9,126.0
119,135,Hardcover,1,32,2023-06-06,33.91,33,1119.03
120,298,Mass Market Paperback,4,267,2025-11-05,9.84,3,29.52
121,279,Audiobook,5,375,2025-11-14,26.53,10,265.3
122,201,Mass Market Paperback,2,138,2024-04-02,11.92,19,226.48
123,238,Mass Market Paperback,10,515,2025-10-23,9.35,24,224.4
124,6,Mass Market Paperback,2,144,2024-05-04,11.73,49,574.77
125,229,Paperback,2,150,2023-11-23,16.82,37,622.34
126,248,Hardcover,3,238,2025-01-04,27.18,32,869.76
127,33,eBook,3,212,2024-06-25,9.63,43,414.09
128,266,Audiobook,1,48,2025-01-09,24.69,30,740.7
129,21,Hardcover,4,281,2024-10-25,32.03,34,1089.02
130,135,Mass Market Paperback,5,388,2026-03-31,11.27,25,281.75
131,188,Mass Market Paperback,6,416,2023-06-09,10.0,15,150.0
132,181,Audiobook,1,7,2024-12-07,27.92,39,1088.88
133,257,Audiobook,4,288,2023-10-12,21.65,5,108.25
134,109,Paperback,2,122,2023-12-11,14.78,39,576.42
135,118,eBook,9,491,2025-04-29,13.03,31,403.93
136,246,Mass Market Paperback,1,23,2024-03-07,9.63,27,260.01
137,125,Paperback,2,138,2023-03-30,16.86,11,185.46
138,263,Mass Market Paperback,4,265,2023-03-22,9.58,11,105.38
139,93,Audiobook,1,20,2025-10-04,25.98,37,961.26
140,146,Paperback,9,494,2024-01-14,16.24,31,503.44
141,88,Audiobook,2,187,2026-03-20,26.0,38,988.0
142,262,Paperback,8,465,2024-06-25,17.61,22,387.42
143,306,Hardcover,2,136,2026-03-27,27.29,25,682.25
144,56,Paperback,6,430,2024-11-20,16.6,33,547.8
145,77,Paperback,1,40,2023-07-17,16.37,40,654.8
146,273,Hardcover,2,134,2025-10-27,25.92,43,1114.56
147,309,Hardcover,7,442,2025-11-10,33.96,50,1698.0
148,268,eBook,7,440,2025-05-11,14.11,45,634.95
149,118,Audiobook,1,101,2025-09-14,23.5,48,1128.0
150,218,eBook,1,86,2024-11-30,11.33,15,169.95
151,146,Mass Market Paperback,1,6,2025-06-22,10.62,13,138.06
152,4,Mass Market Paperback,5,385,2026-03-29,9.46,1,9.46
153,106,Audiobook,7,437,2024-10-08,23.61,10,236.1
154,300,eBook,5,375,2025-10-15,13.97,28,391.16
155,314,Audiobook,9,495,2024-07-18,27.54,27,743.58
156,92,Mass Market Paperback,4,315,2025-05-15,11.21,17,190.57
157,296,Audiobook,2,122,2024-10-17,27.35,43,1176.05
158,118,Paperback,6,411,2025-07-03,14.49,33,478.17
159,174,Mass Market Paperback,1,54,2026-02-01,11.78,46,541.88
160,83,Hardcover,9,483,2024-08-07,33.03,10,330.3
161,308,Hardcover,5,380,2025-06-10,25.63,15,384.45
162,41,Audiobook,4,294,2023-03-19,29.3,26,761.8
163,306,Paperback,1,11,2026-03-18,17.19,29,498.51
164,104,eBook,10,523,2025-11-27,9.35,39,364.65
165,265,Mass Market Paperback,5,369,2024-04-19,9.67,3,29.01
166,123,Paperback,6,410,2023-01-01,14.42,18,259.56
167,181,Audiobook,1,16,2025-03-20,25.85,34,878.9
168,36,Mass Market Paperback,5,357,2024-12-18,10.13,36,364.68
169,178,Paperback,8,466,2024-07-20,17.02,13,221.26
170,207,Hardcover,10,519,2026-03-23,27.6,27,745.2
171,55,Hardcover,1,120,2026-02-18,30.02,22,660.44
172,263,Mass Market Paperback,3,257,2024-06-11,12.24,37,452.88
173,227,Mass Market Paperback,5,348,2025-02-11,10.92,16,174.72
174,235,Mass Market Paperback,1,120,2025-08-01,12.44,31,385.64
175,133,Audiobook,3,236,2023-05-19,26.33,15,394.95
176,162,eBook,4,270,2025-04-24,11.61,1,11.61
177,128,Hardcover,5,351,2024-08-11,28.98,48,1391.04
178,39,Paperback,3,224,2026-02-09,16.37,23,376.51
179,294,Paperback,2,195,2025-12-21,18.73,44,824.12
180,256,Paperback,3,212,2024-02-13,17.67,17,300.39
181,118,Paperback,2,160,2024-02-20,18.17,23,417.91
182,55,Hardcover,10,505,2023-09-03,31.75,43,1365.25
183,315,Mass Market Paperback,5,381,2023-01-14,12.82,31,397.42
184,162,Mass Market Paperback,2,188,2025-10-05,12.47,32,399.04
185,262,Audiobook,2,132,2024-07-27,22.21,37,821.77
186,28,Audiobook,1,34,2025-12-12,24.77,35,866.95
187,258,Audiobook,2,179,2024-12-12,28.59,50,1429.5
188,235,Mass Market Paperback,1,9,2023-09-04,10.83,45,487.35
189,7,Audiobook,5,371,2024-03-07,25.8,21,541.8
190,314,Paperback,4,276,2024-06-15,16.73,16,267.68
191,242,eBook,3,216,2024-12-03,9.28,28,259.84
192,215,eBook,8,462,2025-02-01,13.97,18,251.46
193,93,Paperback,3,235,2025-11-29,18.89,44,831.16
194,52,Paperback,3,201,2024-07-06,16.77,25,419.25
195,75,Audiobook,6,432,2023-11-03,28.05,12,336.6
196,256,Mass Market Paperback,10,499,2023-10-03,11.13,21,233.73
197,154,Mass Market Paperback,6,408,2024-05-28,12.42,4,49.68
198,51,Hardcover,9,488,2025-03-31,27.14,17,461.38
199,50,eBook,4,264,2025-07-10,9.81,24,235.44
200,177,Audiobook,3,204,2023-02-10,21.2,44,932.8
201,296,Mass Market Paperback,4,292,2025-06-11,9.69,50,484.5
202,182,Mass Market Paperback,8,458,2024-10-27,10.94,48,525.12
203,41,Mass Market Paperback,2,149,2025-02-19,10.14,41,415.74
204,86,Audiobook,6,415,2024-11-21,26.3,37,973.1
205,37,Paperback,4,325,2023-06-12,15.71,21,329.91
206,150,Mass Market Paperback,8,456,2024-07-01,11.57,18,208.26
207,186,Audiobook,2,129,2025-11-30,21.66,2,43.32
208,121,eBook,1,82,2025-06-29,14.57,45,655.65
209,108,Audiobook,9,485,2023-12-08,21.02,5,105.1
210,281,Hardcover,1,86,2024-05-13,32.7,34,1111.8
211,54,Mass Market Paperback,6,400,2024-06-21,9.61,42,403.62
212,159,Paperback,2,130,2024-04-26,17.68,29,512.72
213,68,Paperback,5,366,2025-12-14,14.13,43,607.59
214,167,Audiobook,4,279,2025-09-02,29.74,35,1040.9
215,281,Paperback,2,182,2025-06-17,18.84,45,847.8
216,303,Audiobook,7,446,2026-03-14,26.3,41,1078.3
217,269,eBook,3,233,2025-12-29,14.35,31,444.85
218,46,eBook,2,160,2025-06-23,10.55,17,179.35
219,156,Hardcover,2,140,2023-02-28,30.22,49,1480.78
220,177,Audiobook,10,504,2024-08-10,25.34,45,1140.3
221,245,Hardcover,3,237,2024-09-05,32.65,19,620.35
222,4,eBook,7,448,2026-01-27,9.31,36,335.16
223,203,Paperback,6,400,2024-05-26,17.56,42,737.52
224,194,eBook,3,246,2024-03-27,8.54,41,350.14
225,265,eBook,4,276,2024-07-10,12.53,35,438.55
226,212,Hardcover,1,114,2024-01-21,26.81,19,509.39
227,234,eBook,2,193,2025-12-31,12.89,32,412.48
228,165,Paperback,1,23,2023-02-09,14.24,35,498.4
229,96,eBook,7,449,2023-07-29,9.87,46,454.02
230,5,Hardcover,3,223,2024-04-21,26.5,32,848.0
231,176,eBook,5,381,2025-05-10,13.49,32,431.68
232,238,eBook,2,150,2023-03-06,8.55,49,418.95
233,29,Audiobook,2,186,2024-06-29,20.7,31,641.7
234,99,Audiobook,3,255,2024-05-27,28.27,8,226.16
235,198,Paperback,3,204,2025-06-26,17.68,3,53.04
236,236,Mass Market Paperback,9,485,2023-07-12,11.65,14,163.1
237,200,eBook,1,44,2024-10-01,9.1,47,427.7
238,282,Hardcover,4,306,2025-10-29,27.52,41,1128.32
239,102,Hardcover,1,116,2024-10-27,33.63,14,470.82
240,121,Audiobook,4,283,2025-05-31,23.24,11,255.64
241,300,Audiobook,1,44,2025-09-11,27.88,1,27.88
242,298,Mass Market Paperback,1,92,2026-01-16,9.61,50,480.5
243,128,Audiobook,5,347,2023-11-19,20.9,40,836.0
244,31,eBook,1,110,2023-05-03,12.5,45,562.5
245,65,Paperback,5,356,2025-09-26,15.57,36,560.52
246,225,Hardcover,2,138,2024-01-31,31.88,23,733.24
247,129,Audiobook,4,302,2023-03-22,27.06,36,974.16
248,278,Audiobook,5,357,2026-01-05,21.89,12,262.68
249,166,eBook,2,165,2025-08-17,14.06,39,548.34
250,36,Paperback,5,376,2026-03-14,16.24,17,276.08
251,233,Mass Market Paperback,1,20,2023-01-02,10.51,12,126.12
252,187,Mass Market Paperback,1,65,2025-12-14,9.95,47,467.65
253,276,Paperback,2,158,2025-03-04,16.61,32,531.52
254,314,eBook,1,114,2024-08-02,10.86,21,228.06
255,50,Hardcover,2,183,2025-12-07,25.43,9,228.87
256,17,Hardcover,1,33,2025-09-14,29.84,7,208.88
257,293,Audiobook,4,263,2025-03-15,25.25,45,1136.25
258,26,Paperback,1,14,2025-01-20,17.02,5,85.1
259,107,Hardcover,1,63,2025-10-03,29.67,41,1216.47
260,185,Audiobook,1,60,2025-06-07,28.21,46,1297.66
261,137,Hardcover,1,80,2025-12-19,32.33,20,646.6
262,111,Hardcover,5,395,2025-11-29,26.0,15,390.0
263,98,Mass Market Paperback,2,184,2024-01-31,11.62,37,429.94
264,286,Audiobook,5,367,2026-01-11,27.45,50,1372.5
265,235,Hardcover,6,412,2025-05-24,26.66,12,319.92
266,259,Paperback,7,454,2024-11-22,16.66,39,649.74
267,181,Mass Market Paperback,5,381,2024-10-07,12.96,21,272.16
268,212,eBook,3,220,2025-05-31,12.25,37,453.25
269,193,eBook,8,459,2026-01-31,10.51,29,304.79
270,204,Hardcover,1,17,2023-09-12,34.82,39,1357.98
271,266,eBook,3,220,2023-10-04,8.04,15,120.6
272,162,eBook,2,159,2023-02-14,14.42,33,475.86
273,49,Audiobook,4,272,2023-03-19,23.55,9,211.95
274,188,Paperback,1,95,2024-05-26,15.27,20,305.4
275,293,Mass Market Paperback,1,80,2025-04-07,12.66,47,595.02
276,167,Paperback,1,98,2025-09-15,16.43,45,739.35
277,305,Hardcover,5,391,2026-02-28,32.3,37,1195.1
278,41,eBook,6,427,2023-04-25,10.43,28,292.04
279,62,Mass Market Paperback,5,392,2024-11-06,12.7,41,520.7
280,28,Mass Market Paperback,2,154,2024-09-16,9.15,35,320.25
281,168,Paperback,6,403,2025-10-25,14.76,44,649.44
282,229,Mass Market Paperback,4,297,2026-03-24,9.35,28,261.8
283,202,Paperback,1,51,2023-10-31,15.67,31,485.77
284,281,eBook,7,445,2025-05-01,8.59,33,283.47
285,67,Audiobook,6,405,2023-10-04,25.58,32,818.56
286,293,Mass Market Paperback,3,253,2024-02-15,11.45,48,549.6
287,125,eBook,1,92,2023-05-27,13.43,21,282.03
288,58,Audiobook,4,329,2025-04-27,23.64,13,307.32
289,177,eBook,7,453,2023-02-19,9.17,23,210.91
290,75,Hardcover,3,205,2025-06-21,34.23,15,513.45
291,192,Hardcover,3,249,2024-03-23,26.11,4,104.44
292,76,Hardcover,4,313,2024-08-12,28.42,8,227.36
293,231,Hardcover,3,217,2025-08-22,28.31,48,1358.88
294,105,Mass Market Paperback,9,495,2026-01-24,11.99,36,431.64
295,73,Audiobook,1,45,2023-02-07,25.82,43,1110.26
296,131,Hardcover,4,278,2023-12-15,27.83,45,1252.35
297,28,Hardcover,4,278,2025-08-10,25.66,43,1103.38
298,185,Hardcover,6,396,2024-03-03,27.91,42,1172.22
299,119,Mass Market Paperback,4,324,2025-02-18,12.9,7,90.3
300,249,Hardcover,8,469,2025-12-24,26.85,33,886.05
301,288,Hardcover,4,313,2026-01-20,25.39,34,863.26
302,171,Audiobook,5,356,2024-12-14,27.43,2,54.86
303,181,eBook,4,283,2024-12-28,9.64,33,318.12
304,32,Audiobook,4,287,2024-06-11,28.89,2,57.78
305,116,eBook,2,141,2024-03-20,14.27,43,613.61
306,45,Mass Market Paperback,3,233,2025-02-21,12.83,40,513.2
307,214,Mass Market Paperback,5,338,2025-09-20,9.6,20,192.0
308,230,Paperback,3,208,2026-03-19,15.02,9,135.18
309,71,Mass Market Paperback,2,149,2024-09-24,12.63,28,353.64
310,290,eBook,2,122,2025-09-26,8.46,35,296.1
311,95,Paperback,4,327,2024-10-12,17.63,49,863.87
312,212,eBook,4,281,2025-04-22,11.09,41,454.69
313,78,Hardcover,4,274,2025-01-10,26.31,2,52.62
314,311,Mass Market Paperback,3,237,2025-05-05,9.91,15,148.65
315,14,Hardcover,2,138,2025-01-05,31.87,31,987.97
316,258,eBook,10,504,2025-08-18,9.28,25,232.0
317,243,Paperback,6,419,2023-10-09,14.96,3,44.88
318,8,Audiobook,3,208,2024-07-06,22.22,43,955.46
319,105,Paperback,10,502,2023-05-16,18.63,29,540.27
320,167,Paperback,1,43,2025-07-26,16.13,50,806.5
321,312,eBook,1,40,2025-02-18,10.75,48,516.0
322,267,Audiobook,3,252,2023-08-12,24.56,3,73.68
323,266,Audiobook,6,397,2026-01-06,29.83,3,89.49
324,265,Paperback,4,312,2023-04-11,15.45,26,401.7
325,147,Paperback,1,56,2025-08-02,16.1,40,644.0
326,265,Audiobook,1,93,2023-10-19,28.29,29,820.41
327,257,Paperback,2,139,2023-08-20,17.88,45,804.6
328,202,eBook,8,465,2025-04-26,11.15,12,133.8
329,303,Paperback,3,257,2026-03-21,18.4,6,110.4
330,166,Hardcover,8,461,2023-12-02,25.9,46,1191.4
331,186,Mass Market Paperback,10,524,2023-11-13,11.82,47,555.54
332,314,Audiobook,2,175,2023-11-24,25.49,3,76.47
333,172,Paperback,2,184,2026-03-04,14.8,10,148.0
334,27,eBook,8,457,2025-05-09,10.16,50,508.0
335,148,Hardcover,1,4,2024-01-06,33.98,13,441.74
336,130,Audiobook,1,6,2023-01-26,24.97,32,799.04
337,312,Paperback,9,488,2025-10-07,15.07,43,648.01
338,233,Audiobook,1,7,2025-04-19,20.78,39,810.42
339,126,eBook,3,213,2026-01-25,12.33,36,443.88
340,26,Paperback,1,38,2024-01-14,14.27,23,328.21
341,75,Mass Market Paperback,5,340,2023-03-08,12.34,20,246.8
342,45,Hardcover,2,166,2023-04-11,29.16,12,349.92
343,146,Mass Market Paperback,2,182,2025-07-05,11.28,36,406.08
344,234,Hardcover,5,331,2025-09-27,25.92,20,518.4
345,189,Hardcover,1,67,2025-02-15,32.57,36,1172.52
346,150,Paperback,5,338,2025-08-22,14.6,18,262.8
347,270,Mass Market Paperback,1,60,2025-04-27,9.83,14,137.62
348,56,Audiobook,4,295,2025-02-01,27.23,39,1061.97
349,219,eBook,5,363,2024-10-10,11.67,40,466.8
350,67,Audiobook,10,510,2026-02-26,25.19,41,1032.79
351,253,Paperback,4,298,2025-10-15,18.41,15,276.15
352,100,Hardcover,2,121,2023-01-04,25.23,41,1034.43
353,107,Audiobook,3,218,2025-04-29,20.44,23,470.12
354,6,eBook,4,316,2024-02-17,9.77,5,48.85
355,154,Mass Market Paperback,1,117,2025-11-03,10.29,1,10.29
356,171,Audiobook,1,30,2024-07-15,27.23,40,1089.2
357,90,eBook,9,491,2024-02-02,13.83,44,608.52
358,243,Paperback,9,472,2023-03-14,16.4,41,672.4
359,275,Audiobook,1,58,2024-11-17,27.83,27,751.41
360,267,Mass Market Paperback,1,20,2024-09-05,11.89,21,249.69
361,107,eBook,1,68,2026-03-28,13.59,23,312.57
362,77,Hardcover,2,170,2024-07-28,28.38,25,709.5
363,293,Paperback,4,316,2025-03-17,16.97,49,831.53
364,162,eBook,3,244,2023-03-06,10.89,32,348.48
365,191,eBook,2,180,2025-07-14,9.5,20,190.0
366,58,Hardcover,7,455,2025-02-05,32.77,6,196.62
367,260,Audiobook,2,195,2023-02-21,29.04,10,290.4
368,175,Mass Market Paperback,2,147,2026-02-22,10.23,21,214.83
369,51,Paperback,9,471,2026-03-27,15.02,3,45.06
370,199,Hardcover,1,90,2025-09-25,25.03,3,75.09
371,171,Hardcover,4,320,2024-11-21,26.02,50,1301.0
372,12,eBook,4,329,2026-03-28,12.46,14,174.44
373,103,eBook,7,452,2024-01-30,9.93,21,208.53
374,61,Paperback,1,16,2024-07-12,14.78,8,118.24
375,287,Hardcover,4,327,2026-01-24,27.06,23,622.38
376,139,eBook,1,73,2023-10-17,12.01,11,132.11
377,160,Mass Market Paperback,1,30,2024-11-24,10.76,9,96.84
378,242,Hardcover,7,437,2023-04-14,28.83,6,172.98
379,201,Mass Market Paperback,8,457,2024-01-02,12.56,41,514.96
380,183,eBook,1,81,2024-10-01,13.71,46,630.66
381,239,Paperback,9,480,2026-03-08,14.45,45,650.25
382,50,eBook,9,477,2025-07-22,12.78,46,587.88
383,241,Paperback,4,265,2024-04-19,14.71,40,588.4
384,187,Paperback,5,339,2025-05-31,17.49,43,752.07
385,167,Audiobook,1,116,2025-07-17,20.29,31,628.99
386,180,Audiobook,5,357,2025-09-07,28.45,19,540.55
387,310,Paperback,1,110,2026-03-22,16.53,26,429.78
388,167,Hardcover,9,473,2026-02-12,32.91,35,1151.85
389,206,Paperback,2,163,2025-04-26,17.09,36,615.24
390,247,Hardcover,7,442,2025-02-25,28.4,45,1278.0
391,223,eBook,2,178,2026-03-07,11.8,16,188.8
392,40,Audiobook,9,475,2026-03-21,21.13,39,824.07
393,167,Hardcover,4,316,2026-02-10,33.21,12,398.52
394,208,Mass Market Paperback,5,389,2023-05-23,9.42,39,367.38
395,168,Hardcover,1,1,2025-10-09,25.9,9,233.1
396,76,Audiobook,8,458,2023-11-02,25.3,25,632.5
397,101,eBook,4,312,2024-02-26,10.09,44,443.96
398,223,Hardcover,10,523,2024-12-06,30.82,40,1232.8
399,207,eBook,1,55,2023-09-19,8.43,36,303.48
400,1,eBook,1,32,2026-02-20,8.76,19,166.44
401,121,Mass Market Paperback,5,392,2024-11-06,10.57,21,221.97
402,208,Audiobook,2,178,2025-02-20,25.44,43,1093.92
403,244,Paperback,6,428,2023-10-12,16.77,24,402.48
404,79,Paperback,1,17,2024-08-13,14.66,5,73.3
405,74,Audiobook,1,87,2025-09-23,29.74,9,267.66
406,71,Audiobook,7,436,2025-05-01,28.93,45,1301.85
407,93,Mass Market Paperback,5,394,2025-08-01,10.69,29,310.01
408,182,Paperback,10,511,2024-04-07,16.11,1,16.11
409,122,eBook,5,376,2026-01-15,10.87,35,380.45
410,18,Mass Market Paperback,1,116,2023-03-19,10.92,24,262.08
411,298,Hardcover,4,287,2026-01-23,26.41,47,1241.27
412,239,Hardcover,1,91,2025-11-24,30.22,40,1208.8
413,126,Hardcover,4,320,2025-08-25,31.83,35,1114.05
414,314,eBook,9,481,2023-04-19,11.74,1,11.74
415,233,Audiobook,6,432,2025-11-15,25.73,22,566.06
416,181,eBook,4,312,2024-08-26,9.16,45,412.2
417,289,Hardcover,2,174,2025-10-28,31.28,38,1188.64
418,294,eBook,1,28,2025-10-27,13.65,40,546.0
419,147,Hardcover,4,285,2025-09-19,26.26,5,131.3
420,130,Mass Market Paperback,1,15,2023-09-29,10.11,17,171.87
421,58,Mass Market Paperback,8,458,2023-12-24,11.95,43,513.85
422,190,eBook,10,497,2023-12-26,13.47,16,215.52
423,93,Hardcover,2,149,2025-10-15,28.42,6,170.52
424,305,Audiobook,5,393,2026-02-09,27.52,27,743.04
425,122,Paperback,5,354,2025-11-13,15.04,47,706.88
426,28,Hardcover,6,409,2024-06-25,25.52,30,765.6
427,244,Audiobook,3,240,2024-09-09,27.45,49,1345.05
428,195,Audiobook,7,446,2025-03-09,22.62,34,769.08
429,7,Audiobook,1,43,2024-08-14,23.81,21,500.01
430,50,eBook,4,280,2025-12-24,14.68,28,411.04
431,172,eBook,6,401,2024-07-07,13.61,17,231.37
432,237,Mass Market Paperback,5,346,2024-05-10,12.07,34,410.38
433,93,Mass Market Paperback,1,70,2025-03-09,9.03,1,9.03
434,7,Hardcover,8,457,2025-04-22,30.24,44,1330.56
435,180,eBook,1,25,2024-03-25,9.75,3,29.25
436,48,Mass Market Paperback,2,125,2023-04-27,11.62,14,162.68
437,62,Mass Market Paperback,2,190,2024-06-15,9.51,43,408.93
438,57,Paperback,1,78,2025-09-20,15.26,30,457.8
439,233,Audiobook,5,332,2024-07-20,26.91,43,1157.13
440,132,Hardcover,5,392,2023-11-28,27.76,4,111.04
441,199,Hardcover,2,183,2025-03-15,27.57,17,468.69
442,226,Audiobook,6,403,2023-10-26,29.78,13,387.14
443,92,Hardcover,7,442,2026-01-19,26.43,50,1321.5
